No,Latitude,Longitude  
1,33.73366667,-118.2498333
2,33.73,-118.2593333
3,33.724,-118.2626667
4,33.7145,-118.26
5,33.70866667,-118.2478333
6,33.64033333,-118.2933333
7,33.64,-118.345
8,33.84,-118.7666667
9,33.96633333,-119.035
10,34.075,-119.2666667
11,34.44166667,-120.865
12,36.55,-123.2
13,40.28333333,-124.9166667
14,42.83333333,-125.2833333
15,47.83333333,-125.2833333
16,48.38333333,-125.0666667
17,48.475,-125
18,48.475,-124.7333333
19,48.22666667,-123.9233333
20,48.22166667,-123.5416667
21,48.16,-123.3883333
22,48.2,-123.1083333
23,48.18333333,-122.8
24,48.10833333,-122.6666667
25,48.03333333,-122.6466667
26,47.95833333,-122.5833333
27,47.91666667,-122.5
28,47.76666667,-122.4466667
29,47.65833333,-122.4733333
30,47.58333333,-122.4616667
31,47.45,-122.4166667
32,47.38666667,-122.365
33,47.31666667,-122.48
34,47.25466667,-122.3791667
