No,Latitude,Longitude  
1,29.94666667,121.8333333
2,29.95358333,121.89
3,29.95358333,121.935
4,29.96883333,121.9713333
5,29.92083333,122.025
6,29.92083333,122.1566667
7,29.83333333,122.21
8,29.80766667,122.2356667
9,29.759,122.3
10,29.759,122.3
11,29.73333333,122.3291667
12,29.69166667,122.4166667
13,29.66666667,122.5833333
14,30.5,130
15,34,138.75
16,34.36666667,139.9
17,34.69666667,140.5783333
18,33.75,-124.65
19,33.61666667,-118.7833333
20,33.6,-118.6
21,33.6,-118.275
22,33.68333333,-118.2358333
23,33.71016667,-118.2485
24,33.71666667,-118.265
25,33.72293333,-118.2697667
26,33.73,-118.273
27,33.73533333,-118.2758333
28,33.7405,-118.2765
29,33.7485,-118.2721667
30,33.748,-118.2703333
