No,Latitude,Longitude  
1,24.50833333,118.0716667
2,24.4914,118.0667833
3,24.48136667,118.0594
4,24.45425,118.0459
5,24.43433333,118.048
6,24.402,118.1038333
7,24.37033333,118.1335
8,24.36333333,118.1421667
9,24.322,118.1833333
10,24.29601667,118.2130333
11,24.225,118.2766667
12,24.13333333,118.3666667
13,23.39333333,118
14,23.21666667,117.8
15,22.5,116.25
16,22.23333333,115.15
17,22.14333333,114.3833333
18,22.14333333,114.25
19,22.16,114.2166667
20,22.21,114.175
21,22.21666667,114.1666667
22,22.25,114.1233333
23,22.32666667,114.0833333
24,22.35666667,114.0733333
25,22.36,114.0666667
26,22.36,114.0583333
27,22.345,114.0283333
28,22.345,113.9566667
29,22.365,113.915
30,22.39,113.8941667
31,22.41666667,113.8883333
32,22.43833333,113.8833333
33,22.45475,113.8960833
