No,Latitude,Longitude  
1,22.57833333,114.28
2,22.56166667,114.3016667
3,22.56166667,114.31
4,22.56166667,114.31
5,22.56166667,114.3333333
6,22.535,114.3983333
7,22.46166667,114.4666667
8,22.375,114.52
9,22.19666667,115
10,22.7,117
11,24.03333333,119
12,25.43333333,120.4666667
13,28.56833333,122.5333333
14,29.68333333,122.5333333
15,29.73006667,122.3627167
16,29.7527,122.31435
17,29.7527,122.31435
18,29.80948333,122.2387
19,29.8365,122.2127667
20,29.92538333,122.1636667
21,22.92565,122.12095
22,29.89435,122.0412
